"year","Player","school","conference","1B","BB","HBP","IBB","SB","CS"
2013,"Crutcher, Brandyn","Alabama A&M","SWAC",29,37,2,0,11,4
2013,"Dodson, Patrick","Alabama A&M","SWAC",53,25,5,0,11,1
2013,"Freeman, Joshua","Alabama A&M","SWAC",3,5,0,0,0,1
2013,"Friend, Jordan","Alabama A&M","SWAC",20,13,1,0,2,2
2013,"Hall, Deon","Alabama A&M","SWAC",29,15,1,0,9,1
2013,"Johnson, Dylan","Alabama A&M","SWAC",11,7,2,0,2,1
2013,"Johnson, Micah","Alabama A&M","SWAC",3,2,0,0,0,1
2013,"Lindsey, T.J.","Alabama A&M","SWAC",21,11,3,0,3,2
2013,"Nunez, Julio","Alabama A&M","SWAC",27,18,3,0,7,4
2013,"Riggins, Norbert","Alabama A&M","SWAC",5,3,0,0,2,0
2013,"Snyder, Braden","Alabama A&M","SWAC",2,0,0,0,1,0
2013,"Woods, Cornelious","Alabama A&M","SWAC",17,4,2,0,0,2
2014,"Benford, Jordan","Alabama A&M","SWAC",5,4,1,0,0,1
2014,"Crutcher, Brandyn","Alabama A&M","SWAC",36,24,3,0,18,4
2014,"Dhanani, Dustin","Alabama A&M","SWAC",22,10,2,0,4,1
2014,"Dodson, Patrick","Alabama A&M","SWAC",33,21,3,0,2,1
2014,"Folger, Justen","Alabama A&M","SWAC",22,13,5,0,1,3
2014,"Martinez-Neal, Boston","Alabama A&M","SWAC",0,0,0,0,0,1
2014,"Nelson, Ramon","Alabama A&M","SWAC",33,7,2,0,4,6
2014,"Nunez, Julio","Alabama A&M","SWAC",40,24,6,0,14,6
2014,"Smith, Allen","Alabama A&M","SWAC",12,4,4,0,1,0
2014,"Utterback, Andrew","Alabama A&M","SWAC",49,34,10,1,6,4
2014,"Waddell, Caleb","Alabama A&M","SWAC",7,12,5,0,2,1
2014,"Welch, Keyonta","Alabama A&M","SWAC",11,7,0,0,7,2
2014,"Woods, Cornelious","Alabama A&M","SWAC",12,3,2,0,0,1
2015,"Crutcher, Brandyn","Alabama A&M","SWAC",26,26,5,0,10,2
2015,"Dhanani, Dustin","Alabama A&M","SWAC",31,13,8,0,4,0
2015,"Dodson, Patrick","Alabama A&M","SWAC",38,16,4,0,1,1
2015,"Folger, Justen","Alabama A&M","SWAC",26,5,1,0,2,2
2015,"Friend, Jordan","Alabama A&M","SWAC",29,23,3,0,2,1
2015,"Loft, Ben","Alabama A&M","SWAC",25,12,4,0,4,1
2015,"Nelson, Ramon","Alabama A&M","SWAC",45,5,1,0,10,3
2015,"Nunez, Julio","Alabama A&M","SWAC",35,27,5,1,1,0
2015,"Payne, Dylan","Alabama A&M","SWAC",19,10,2,0,1,0
2015,"Russell, Ty","Alabama A&M","SWAC",15,22,4,0,0,4
2015,"Utterback, Andrew","Alabama A&M","SWAC",50,23,6,2,7,2
2015,"Waddell, Caleb","Alabama A&M","SWAC",2,10,0,0,1,0
2016,"Brewton, Pierre","Alabama A&M","SWAC",6,6,2,0,2,2
2016,"Freeman, Eugene","Alabama A&M","SWAC",23,17,1,0,15,4
2016,"Ivey, Tanner","Alabama A&M","SWAC",38,16,6,0,7,0
2016,"O'Reel, J.T.","Alabama A&M","SWAC",44,17,2,0,2,6
2016,"Payne, Dylan","Alabama A&M","SWAC",23,26,3,1,1,1
2016,"Peppers, Carlton","Alabama A&M","SWAC",25,14,4,0,5,2
2016,"Ramsey, Nolan","Alabama A&M","SWAC",37,8,8,0,5,3
2016,"Russell, Ty","Alabama A&M","SWAC",21,27,3,0,2,0
2016,"Thiede, Cole","Alabama A&M","SWAC",17,8,1,0,3,0
2016,"Thrasher,","Alabama A&M","SWAC",18,5,2,0,2,1
2016,"Watson, E.J.","Alabama A&M","SWAC",8,6,1,0,0,1
2016,"Whitaker, Brandon","Alabama A&M","SWAC",6,0,0,0,1,0
2016,"White, Darren","Alabama A&M","SWAC",14,26,2,0,1,2
2016,"Woods, Cornelious","Alabama A&M","SWAC",16,9,6,0,1,0
2016,"Yarbrough, Eric","Alabama A&M","SWAC",10,3,1,0,0,1
2017,"Betancourt, Wilanier","Alabama A&M","SWAC",27,6,0,0,1,1
2017,"Brewton, Pierre","Alabama A&M","SWAC",29,14,3,0,3,4
2017,"Diaz Jr., Fernando","Alabama A&M","SWAC",15,2,0,0,3,0
2017,"Diaz, Joannes","Alabama A&M","SWAC",13,13,1,0,0,1
2017,"Gay, Caleb","Alabama A&M","SWAC",9,5,0,0,0,1
2017,"Hunter, Njike","Alabama A&M","SWAC",10,6,3,0,2,1
2017,"Malcom, Zeth","Alabama A&M","SWAC",32,18,8,1,2,2
2017,"McGregory, Carson","Alabama A&M","SWAC",44,22,2,0,0,3
2017,"Mitchell, Dalton","Alabama A&M","SWAC",37,9,1,0,5,4
2017,"Peppers, Carlton","Alabama A&M","SWAC",40,18,4,0,3,2
2017,"Redmond, Kyle","Alabama A&M","SWAC",10,3,1,0,2,0
2017,"Whitaker, Brandon","Alabama A&M","SWAC",28,14,0,0,2,2
2017,"Woods, Cornelious","Alabama A&M","SWAC",34,14,4,0,0,2
2018,"Betancourt, Wilanier","Alabama A&M","SWAC",20,9,4,0,2,0
2018,"McGregory, Carson","Alabama A&M","SWAC",36,18,10,2,1,0
2018,"Mitchell, Dalton","Alabama A&M","SWAC",40,12,2,0,4,1
2018,"Moore, Brandon","Alabama A&M","SWAC",24,7,3,0,6,7
2018,"O'Neal-El, Tyus","Alabama A&M","SWAC",24,7,7,0,3,0
2018,"O'Reel, J.T.","Alabama A&M","SWAC",46,21,3,0,7,1
2018,"Parker, Carl","Alabama A&M","SWAC",16,3,4,0,1,0
2018,"Peppers, Carlton","Alabama A&M","SWAC",34,19,2,0,12,2
2018,"Santiago, Raymond","Alabama A&M","SWAC",12,6,3,0,1,3
2018,"Smith III, Jonathan","Alabama A&M","SWAC",41,14,20,0,7,1
2018,"Stripling, Will","Alabama A&M","SWAC",2,0,0,0,0,1
2019,"Berkemeyer, Trevor","Alabama A&M","SWAC",8,8,1,0,3,0
2019,"Brewton , Pierre","Alabama A&M","SWAC",39,13,5,0,14,4
2019,"Ford, Isom","Alabama A&M","SWAC",4,3,0,0,0,2
2019,"Ford, Jalen","Alabama A&M","SWAC",11,9,0,0,1,2
2019,"Lott, Justin","Alabama A&M","SWAC",30,18,3,0,2,0
2019,"Moore, Brandon","Alabama A&M","SWAC",12,8,1,0,5,0
2019,"O'Neal - EL, Tyus","Alabama A&M","SWAC",16,8,2,0,9,1
2019,"Polinsky, Richard","Alabama A&M","SWAC",11,12,3,0,2,0
2019,"Redmond, Kyle","Alabama A&M","SWAC",27,17,2,0,4,1
2019,"Roop, Dillon","Alabama A&M","SWAC",24,11,0,0,1,3
2019,"Santiago, Raymond","Alabama A&M","SWAC",24,12,6,0,12,3
2019,"Smith III, Jonathan","Alabama A&M","SWAC",43,26,15,0,21,6
2019,"Soto, Stephan","Alabama A&M","SWAC",18,7,6,0,3,0
2019,"Tart, Daniel","Alabama A&M","SWAC",28,9,6,0,3,0
2013,"Amion, Richard","Alabama St.","SWAC",42,32,16,0,34,7
2013,"Castro, Branden","Alabama St.","SWAC",36,7,3,0,3,4
2013,"Cooper, Dillon","Alabama St.","SWAC",43,14,6,0,5,4
2013,"Estrada, Waldyvan","Alabama St.","SWAC",55,21,11,0,5,1
2013,"Gonzalez, Richard","Alabama St.","SWAC",49,22,24,0,11,3
2013,"Marrero, Emmanuel","Alabama St.","SWAC",37,16,15,0,11,1
2013,"Muniz, Einar","Alabama St.","SWAC",27,19,9,0,1,0
2013,"Perez, Raul","Alabama St.","SWAC",2,3,1,0,1,0
2013,"Price, Dexter","Alabama St.","SWAC",26,24,8,0,9,5
2013,"Rojas, Leo","Alabama St.","SWAC",37,14,9,0,14,2
2013,"Shields, Julian","Alabama St.","SWAC",0,1,0,0,0,1
2013,"Swint, Marcus","Alabama St.","SWAC",20,11,4,0,14,3
2014,"Amion, Richard","Alabama St.","SWAC",49,37,10,0,17,8
2014,"Castro, Branden","Alabama St.","SWAC",48,12,3,0,3,2
2014,"Cooper, Dillon","Alabama St.","SWAC",15,11,3,1,3,3
2014,"Estrada, Waldyvan","Alabama St.","SWAC",50,30,11,1,7,3
2014,"Gonzalez, Richard","Alabama St.","SWAC",33,27,15,1,7,1
2014,"Magee, Joshua","Alabama St.","SWAC",0,0,0,0,0,1
2014,"Marrero, Emmanuel","Alabama St.","SWAC",45,15,13,2,7,5
2014,"Muniz, Einar","Alabama St.","SWAC",47,29,14,0,5,2
2014,"Price, Dexter","Alabama St.","SWAC",44,27,8,0,6,3
2014,"Rivera, Cesar","Alabama St.","SWAC",45,31,8,0,12,3
2014,"Swint, Marcus","Alabama St.","SWAC",17,6,2,0,5,3
2014,"Waters, Chase","Alabama St.","SWAC",2,1,0,0,1,1
2015,"Allen, Hunter","Alabama St.","SWAC",18,14,5,0,0,1
2015,"Biocic, Chris","Alabama St.","SWAC",46,17,9,0,12,3
2015,"Biocic, PJ","Alabama St.","SWAC",51,32,25,0,7,3
2015,"Estrada, Joseph","Alabama St.","SWAC",18,15,10,0,4,2
2015,"Estrada, Waldyvan","Alabama St.","SWAC",38,23,17,1,6,0
2015,"Harris, PJ","Alabama St.","SWAC",29,32,7,0,1,1
2015,"Hernandez, Ray","Alabama St.","SWAC",17,10,3,0,1,0
2015,"Muniz, Einar","Alabama St.","SWAC",19,6,1,0,5,2
2015,"Olmeda, Kevin","Alabama St.","SWAC",5,2,0,0,2,0
2015,"Pagan, Yamil","Alabama St.","SWAC",39,17,6,0,8,2
2015,"Rios, Gustavo","Alabama St.","SWAC",7,9,5,0,1,0
2015,"Rivera, Cesar","Alabama St.","SWAC",54,29,4,1,4,2
2015,"Rivera, Sebastian","Alabama St.","SWAC",9,2,0,0,0,1
2015,"Rodriguez, Manny","Alabama St.","SWAC",5,9,2,0,0,1
2015,"Swint, Marcus","Alabama St.","SWAC",6,6,4,0,2,1
2015,"Thompson, Ryan","Alabama St.","SWAC",0,0,0,0,2,0
2016,"Alicea, Angel","Alabama St.","SWAC",3,2,1,0,1,0
2016,"Allen, Hunter","Alabama St.","SWAC",23,8,9,0,2,0
2016,"Amion, Diandre","Alabama St.","SWAC",41,25,1,0,9,3
2016,"Biocic, Chris","Alabama St.","SWAC",47,28,12,0,7,5
2016,"Cooper, Dillon","Alabama St.","SWAC",35,29,16,1,6,2
2016,"Estrada, Joseph","Alabama St.","SWAC",3,5,4,0,0,1
2016,"Hernandez, Ray","Alabama St.","SWAC",28,14,10,1,1,1
2016,"Ocasio, Carlos","Alabama St.","SWAC",42,22,14,0,19,1
2016,"Pagan, Yamil","Alabama St.","SWAC",49,25,7,0,20,2
2016,"Phillips, Hunter","Alabama St.","SWAC",15,11,6,0,1,0
2016,"Prioleau, Oscar","Alabama St.","SWAC",23,30,8,0,3,1
2016,"Rios, Gustavo","Alabama St.","SWAC",17,6,4,0,2,1
2016,"Rivera, Edgardo","Alabama St.","SWAC",3,3,0,0,1,1
2016,"White, Eriq","Alabama St.","SWAC",50,18,16,0,10,5
2017,"Amion, Diandre","Alabama St.","SWAC",47,20,4,0,2,1
2017,"Benevolent, John","Alabama St.","SWAC",4,0,0,0,1,0
2017,"Biocic, Chris","Alabama St.","SWAC",33,18,3,0,4,1
2017,"Cox, Cage","Alabama St.","SWAC",49,20,4,0,4,0
2017,"Dunson, Joshua","Alabama St.","SWAC",16,2,2,0,4,0
2017,"Estrada, Joseph","Alabama St.","SWAC",22,29,12,0,8,1
2017,"Hernandez, Ray","Alabama St.","SWAC",42,21,8,0,1,2
2017,"Ocasio, Carlos","Alabama St.","SWAC",49,17,17,0,11,2
2017,"Prioleau, Oscar","Alabama St.","SWAC",8,6,2,0,1,0
2017,"Rios, Gustavo","Alabama St.","SWAC",39,21,6,1,0,1
2017,"Rivera, Edgardo","Alabama St.","SWAC",16,16,1,0,2,1
2017,"White, Eriq","Alabama St.","SWAC",34,19,6,0,2,2
2018,"Allen, Hunter","Alabama St.","SWAC",33,23,11,2,3,0
2018,"Cheneau, Noel","Alabama St.","SWAC",40,12,10,0,13,6
2018,"Cox, Cage","Alabama St.","SWAC",41,23,2,1,2,4
2018,"DeGuzman, Cristopher","Alabama St.","SWAC",33,21,4,0,3,0
2018,"Dunson, Joshua","Alabama St.","SWAC",14,10,5,0,4,2
2018,"Estrada, Joseph","Alabama St.","SWAC",50,28,16,0,7,4
2018,"Gardner, AJ","Alabama St.","SWAC",3,3,0,0,2,0
2018,"Hernandez, Ray","Alabama St.","SWAC",54,23,10,1,21,2
2018,"Lewis, Chris","Alabama St.","SWAC",20,13,8,0,6,0
2018,"Pagan, Yamil","Alabama St.","SWAC",28,16,5,0,10,0
2018,"Phillips, Hunter","Alabama St.","SWAC",29,16,4,0,3,1
2018,"Prioleau, Oscar","Alabama St.","SWAC",1,4,3,0,3,0
2018,"Rios, Gustavo","Alabama St.","SWAC",39,27,6,1,1,0
2019,"Cheneau, Noel","Alabama St.","SWAC",52,17,6,0,20,6
2019,"DeGuzman, Cristopher","Alabama St.","SWAC",40,24,4,0,5,0
2019,"Garcia, Santiago","Alabama St.","SWAC",51,14,4,0,1,1
2019,"Hearn, Cameron","Alabama St.","SWAC",43,24,13,1,13,2
2019,"Lewis, Chris","Alabama St.","SWAC",38,36,12,1,14,3
2019,"May, Hunter","Alabama St.","SWAC",16,34,6,0,2,0
2019,"Pagan, Yamil","Alabama St.","SWAC",51,39,11,2,12,4
2019,"Prioleau, Oscar","Alabama St.","SWAC",2,1,0,0,0,1
2019,"White, Eriq","Alabama St.","SWAC",47,27,5,1,9,3
2013,"Bacon, Richard","Albany (NY)","America East",0,1,2,0,1,0
2013,"Bullard, Brian","Albany (NY)","America East",28,14,1,0,2,1
2013,"Burns, Luke","Albany (NY)","America East",6,2,0,0,1,0
2013,"Gaige, Nolan","Albany (NY)","America East",41,20,9,0,9,5
2013,"Hinchy, Matt","Albany (NY)","America East",18,2,3,1,0,1
2013,"Hoagboon, D.J.","Albany (NY)","America East",34,14,4,0,3,3
2013,"Lepre, Craig","Albany (NY)","America East",10,11,3,0,0,1
2013,"Madej, Gordon","Albany (NY)","America East",45,15,3,0,5,1
2013,"Muller, Greg","Albany (NY)","America East",40,11,17,0,5,1
2013,"Nethaway, Josh","Albany (NY)","America East",37,8,10,1,1,0
2013,"Welsh, Jeff","Albany (NY)","America East",22,3,2,0,3,1
2014,"Bacon, Richard","Albany (NY)","America East",18,7,13,0,1,2
2014,"Bullard, Brian","Albany (NY)","America East",38,10,6,0,14,4
2014,"Harasta, Evan","Albany (NY)","America East",34,38,8,0,1,0
2014,"Hinchy, Matt","Albany (NY)","America East",10,3,1,0,2,0
2014,"Hoagboon, D.J.","Albany (NY)","America East",33,13,2,0,5,1
2014,"Kingston, Cory","Albany (NY)","America East",15,2,10,0,9,2
2014,"Longhurst, Garrett","Albany (NY)","America East",3,1,0,0,1,0
2014,"Lushkevich, Alex","Albany (NY)","America East",23,18,4,0,6,3
2014,"Nethaway, Josh","Albany (NY)","America East",27,13,4,1,1,2
2014,"Peltz, Charlie","Albany (NY)","America East",14,10,2,0,5,1
2014,"VonMoser, Jeff","Albany (NY)","America East",13,14,10,0,3,0
2015,"Banes, John","Albany (NY)","America East",3,2,0,0,1,0
2015,"Canaday, Karson","Albany (NY)","America East",17,16,0,0,2,0
2015,"Danko, S","Albany (NY)","America East",0,2,0,0,1,0
2015,"DeMerritt, Trevor","Albany (NY)","America East",28,9,1,0,8,2
2015,"Hayden, Kenny","Albany (NY)","America East",10,5,1,0,6,2
2015,"Hinchy, Matt","Albany (NY)","America East",25,10,5,0,0,2
2015,"Lepre, Craig","Albany (NY)","America East",21,15,6,0,0,2
2015,"Lushkevich, Alex","Albany (NY)","America East",34,24,5,0,7,3
2015,"Miller, Will","Albany (NY)","America East",30,21,11,0,15,4
2015,"Mueller, Eric","Albany (NY)","America East",32,10,9,1,1,3
2015,"Mund, Adam","Albany (NY)","America East",22,5,1,0,3,1
2016,"Canaday, Karson","Albany (NY)","America East",36,23,4,0,13,2
2016,"Donati, Kevin","Albany (NY)","America East",44,9,5,1,18,2
2016,"Hayden, Kenny","Albany (NY)","America East",2,1,1,0,0,1
2016,"Hinchy, Matt","Albany (NY)","America East",50,14,3,0,2,2
2016,"Lagravinese, Patrick","Albany (NY)","America East",16,23,0,0,0,3
2016,"Longhurst, Garrett","Albany (NY)","America East",4,4,0,0,1,0
2016,"Miller, Will","Albany (NY)","America East",34,24,10,0,10,3
2016,"Powers, Connor","Albany (NY)","America East",37,23,1,0,4,5
2016,"Sacks, Kyle","Albany (NY)","America East",48,19,5,1,9,4
2016,"Todd, Tre","Albany (NY)","America East",18,30,2,1,3,1
2016,"Tracy, Joey","Albany (NY)","America East",16,17,7,0,0,1
2017,"Collins, Travis","Albany (NY)","America East",29,19,1,0,3,0
2017,"Donati, Kevin","Albany (NY)","America East",43,15,4,0,11,3
2017,"Hayden, Kenny","Albany (NY)","America East",3,4,1,0,1,0
2017,"Kondo, Nick","Albany (NY)","America East",18,15,5,0,8,4
2017,"Lagravinese, Patrick","Albany (NY)","America East",27,26,0,0,6,4
2017,"Loreng, Stephen","Albany (NY)","America East",9,6,1,0,3,0
2017,"Mueller, Eric","Albany (NY)","America East",13,8,1,0,1,0
2017,"Powers, Connor","Albany (NY)","America East",38,23,1,1,0,2
2017,"Sacks, Kyle","Albany (NY)","America East",39,13,6,0,5,4
2017,"Thul, Alex","Albany (NY)","America East",12,15,3,0,1,0
2017,"Wangenstein, Marc","Albany (NY)","America East",19,18,3,0,6,1
2018,"Codispoti, Matt","Albany (NY)","America East",26,27,8,0,7,2
2018,"Collins, Travis","Albany (NY)","America East",34,20,8,0,3,7
2018,"Gurnack, Josh","Albany (NY)","America East",10,4,0,0,0,1
2018,"Hayden, Kenny","Albany (NY)","America East",8,8,0,0,7,1
2018,"Hernandez, Ryan","Albany (NY)","America East",32,10,7,0,1,0
2018,"Kondo, Nick","Albany (NY)","America East",24,31,11,0,7,3
2018,"Lagravinese, Patrick","Albany (NY)","America East",39,36,0,1,3,6
2018,"Malm, Brad","Albany (NY)","America East",23,22,6,0,1,2
2018,"Powers, Connor","Albany (NY)","America East",24,19,1,1,1,3
2018,"Thul, Alex","Albany (NY)","America East",4,0,0,0,1,0
2018,"Turco, Chris","Albany (NY)","America East",5,8,1,0,2,0
2018,"Wangenstein, Marc","Albany (NY)","America East",29,26,5,0,10,3
2019,"Bottari, Jason","Albany (NY)","America East",12,3,1,0,6,0
2019,"Codispoti, Matt","Albany (NY)","America East",17,21,3,0,2,0
2019,"Collins, Travis","Albany (NY)","America East",43,26,5,0,5,2
2019,"Donati, Kevin","Albany (NY)","America East",22,14,5,0,5,3
2019,"Hayden, Kenny","Albany (NY)","America East",10,8,1,0,6,3
2019,"Kondo, Nick","Albany (NY)","America East",45,28,10,1,16,6
2019,"Lagravinese, Patrick","Albany (NY)","America East",30,21,2,0,7,0
2019,"Loeffler, Josh","Albany (NY)","America East",18,12,8,0,13,3
2019,"Malm, Brad","Albany (NY)","America East",31,13,4,0,3,1
2019,"Ocasal, Dolan","Albany (NY)","America East",26,13,1,1,5,0
2019,"Wangenstein, Marc","Albany (NY)","America East",38,17,9,0,4,4
2013,"Akins, Ryan","Alcorn","SWAC",15,9,1,0,5,1
2013,"Aldridge, Charles","Alcorn","SWAC",1,0,0,0,1,0
2013,"Barney, Justin","Alcorn","SWAC",19,14,12,0,16,2
2013,"Bell, Cedric","Alcorn","SWAC",17,7,2,0,1,0
2013,"Boston, Jordan","Alcorn","SWAC",6,10,1,0,0,1
2013,"Brown, Shane","Alcorn","SWAC",12,9,2,0,4,2
2013,"Burl, Earl","Alcorn","SWAC",3,0,0,0,2,0
2013,"Charleston, Sean","Alcorn","SWAC",9,2,1,0,2,0
2013,"Cockrell, Shaquille","Alcorn","SWAC",9,8,7,0,2,3
2013,"Dukes, Devin","Alcorn","SWAC",2,2,2,0,2,1
2013,"Griffith, Domonique","Alcorn","SWAC",6,2,1,0,1,0
2013,"Hickman, Christian","Alcorn","SWAC",35,25,5,0,7,2
2013,"Jackson, Alvin","Alcorn","SWAC",39,20,4,0,17,6
2013,"Lemond, Justin","Alcorn","SWAC",2,1,0,0,0,1
2013,"Lewis, Ashton","Alcorn","SWAC",27,8,4,0,3,2
2013,"Ollet, Brandon","Alcorn","SWAC",5,10,0,0,1,0
2013,"Piper, Ryant","Alcorn","SWAC",22,4,5,0,10,0
2013,"Polo, Angel","Alcorn","SWAC",18,13,2,0,8,1
2013,"Powell, Joshua","Alcorn","SWAC",36,19,7,1,11,4
2013,"Rosa, Angel","Alcorn","SWAC",38,19,6,0,17,4
2013,"Salas, Edgardo","Alcorn","SWAC",13,6,7,0,9,1
2013,"Walker, Cedric","Alcorn","SWAC",32,11,7,0,5,2
2014,"Bell, Cedric","Alcorn","SWAC",8,5,1,0,1,0
2014,"Burl, Earl","Alcorn","SWAC",34,21,6,0,10,5
2014,"Charles, Moses","Alcorn","SWAC",57,11,3,0,29,8
2014,"Charleston, Sean","Alcorn","SWAC",1,0,0,0,1,0
2014,"Cockrell, Shaquille","Alcorn","SWAC",8,12,8,0,1,2
2014,"Dukes, Devin","Alcorn","SWAC",2,1,0,0,0,1
2014,"Hickman, Christian","Alcorn","SWAC",34,19,6,1,5,3
2014,"Lewis, Ashton","Alcorn","SWAC",28,4,4,0,3,2
2014,"Listach, Jared","Alcorn","SWAC",24,7,0,1,2,0
2014,"Ollet, Brandon","Alcorn","SWAC",4,2,0,0,2,0
2014,"Peavey, Scotty","Alcorn","SWAC",50,8,6,0,12,1
2014,"Pitts, Darin","Alcorn","SWAC",4,3,1,0,1,0
2014,"Polo, Angel","Alcorn","SWAC",18,19,5,0,5,2
2014,"Powell, Joshua","Alcorn","SWAC",42,11,1,0,14,3
2014,"Salas, Edgardo","Alcorn","SWAC",27,10,9,0,5,6
2014,"Vega, Brandon","Alcorn","SWAC",6,2,0,0,1,1
2015,"Bell, Cedric","Alcorn","SWAC",3,2,1,0,0,1
2015,"Boston, Jordan","Alcorn","SWAC",23,15,3,0,1,1
2015,"Brooks, Nick","Alcorn","SWAC",14,8,4,0,1,1
2015,"Burl, Earl","Alcorn","SWAC",35,27,3,0,20,4
2015,"Carroll, Collin","Alcorn","SWAC",43,31,0,0,8,1
2015,"Charles, Moses","Alcorn","SWAC",38,21,3,0,22,8
2015,"Dukes, Devin","Alcorn","SWAC",16,8,1,0,4,0
2015,"Fletcher, Robert","Alcorn","SWAC",9,4,0,0,2,2
2015,"Hamilton, Der'Vincent","Alcorn","SWAC",4,11,1,0,1,0
2015,"Kelly, Carlos","Alcorn","SWAC",0,1,0,0,1,0
2015,"Lewis, Ashton","Alcorn","SWAC",7,4,1,0,1,0
2015,"Lynch, Payden","Alcorn","SWAC",5,1,1,0,1,1
2015,"Malphus, Wilbert","Alcorn","SWAC",2,1,1,0,2,1
2015,"Peavey, Scotty","Alcorn","SWAC",45,13,8,1,12,5
2015,"Pitts, Darin","Alcorn","SWAC",1,0,0,0,0,1
2015,"Rios Jimenez, Wallace","Alcorn","SWAC",25,23,5,0,1,4
2015,"Sears, Jordan","Alcorn","SWAC",2,5,1,0,1,0
2015,"Vives, Walter","Alcorn","SWAC",33,16,3,0,1,2
2015,"Walden, Devin","Alcorn","SWAC",0,1,2,0,6,1
2015,"Walker, Cedric","Alcorn","SWAC",22,3,2,0,8,2
2015,"Williams, Laderrick","Alcorn","SWAC",21,7,6,0,16,2
2016,"Barna, Justin","Alcorn","SWAC",26,16,3,0,1,4
2016,"Bell, Cedric","Alcorn","SWAC",25,7,6,0,1,1
2016,"Carroll, Collin","Alcorn","SWAC",39,17,2,2,0,2
2016,"Charles, Moses","Alcorn","SWAC",39,16,2,0,7,2
2016,"Hamilton, Der'Vincent","Alcorn","SWAC",18,19,7,0,1,0
2016,"McMahon, Patrick","Alcorn","SWAC",31,11,3,1,3,2
2016,"Rios Jimenez, Wallace","Alcorn","SWAC",52,26,3,0,3,1
2016,"Sanez, Jason","Alcorn","SWAC",18,8,4,0,1,0
2016,"Walden, Devin","Alcorn","SWAC",6,9,0,0,5,2
2016,"Walker, Cedric","Alcorn","SWAC",27,8,2,0,6,1
2016,"Williams, Laderrick","Alcorn","SWAC",12,6,3,0,7,2
2017,"Barna, Brandon","Alcorn","SWAC",37,8,4,0,2,1
2017,"Barna, Justin","Alcorn","SWAC",31,12,2,0,8,2
2017,"Cormier, Kirt","Alcorn","SWAC",32,16,2,1,0,1
2017,"Hamilton, Der'Vincent","Alcorn","SWAC",24,14,7,0,2,0
2017,"Hayes-Saltare, Nicholas","Alcorn","SWAC",11,7,1,0,5,1
2017,"Makarewicz, A.J.","Alcorn","SWAC",13,19,2,0,2,0
2017,"Malphus, Wilbert","Alcorn","SWAC",3,5,0,0,3,2
2017,"McMahon, Patrick","Alcorn","SWAC",17,12,2,0,3,2
2017,"Rios Jimenez, Wallace","Alcorn","SWAC",42,34,2,0,2,2
2017,"Vives, Walter","Alcorn","SWAC",38,9,3,0,1,1
2017,"Walden, Devin","Alcorn","SWAC",3,4,1,0,2,0
2018,"Acklin, Christian","Alcorn","SWAC",5,5,0,0,2,1
2018,"Barna, Brandon","Alcorn","SWAC",17,7,1,0,0,1
2018,"Barna, Justin","Alcorn","SWAC",37,6,3,0,5,2
2018,"Cormier, Kirt","Alcorn","SWAC",3,1,0,0,1,0
2018,"Hamilton, Der'Vincent","Alcorn","SWAC",35,27,13,1,1,2
2018,"Hayes-Saltare, Nicholas","Alcorn","SWAC",24,8,3,0,2,0
2018,"Jackson, Edward","Alcorn","SWAC",8,2,0,0,2,0
2018,"Makarewicz, A.J.","Alcorn","SWAC",32,20,2,0,2,2
2018,"Malphus, Wilbert","Alcorn","SWAC",1,2,1,0,2,0
2018,"Martina, Brendly","Alcorn","SWAC",15,10,1,0,5,1
2018,"McGowan, Jordan","Alcorn","SWAC",33,4,1,0,2,1
2018,"Rios Jimenez, Wallace","Alcorn","SWAC",31,50,6,0,4,3
2018,"Walden, Devin","Alcorn","SWAC",25,11,6,0,12,9
2019,"Barna, Brandon","Alcorn","SWAC",32,15,10,2,1,3
2019,"Cormier, Kirt","Alcorn","SWAC",34,30,8,0,3,0
2019,"Covert, Trey","Alcorn","SWAC",12,4,4,0,4,1
2019,"Fabre, Jamey","Alcorn","SWAC",12,8,3,0,2,1
2019,"Garcia, Tristin","Alcorn","SWAC",40,11,7,2,5,1
2019,"Jackson, Edward","Alcorn","SWAC",8,4,1,0,1,1
2019,"Jenkins, Kyle","Alcorn","SWAC",20,24,2,0,0,1
2019,"Martina, Brendly","Alcorn","SWAC",11,4,0,0,6,1
2019,"McGowan, Jordan","Alcorn","SWAC",32,16,4,1,3,2
2019,"Rembert, Brandon","Alcorn","SWAC",35,29,2,0,2,2
2019,"Smith, Jaden","Alcorn","SWAC",19,9,4,0,1,1
2019,"Walker, Micah","Alcorn","SWAC",18,6,3,0,5,0
2013,"Burris, Brandon","Appalachian St.","SoCon",17,3,4,0,4,1
2013,"Callaway, Will","Appalachian St.","SoCon",58,8,2,0,14,1
2013,"Crespo, Hector","Appalachian St.","SoCon",58,19,2,0,22,6
2013,"Davis, Jaylin","Appalachian St.","SoCon",33,19,5,0,12,4
2013,"Dobson, Dillon","Appalachian St.","SoCon",34,11,4,1,10,5
2013,"Head, William","Appalachian St.","SoCon",39,32,3,1,27,4
2013,"Holmes, Noah","Appalachian St.","SoCon",37,30,3,1,3,0
2013,"Troutman, Preston","Appalachian St.","SoCon",34,23,2,0,7,2
2013,"Zumbrook, Josh","Appalachian St.","SoCon",20,9,5,0,1,1
2014,"Bauk, Brian","Appalachian St.","SoCon",13,5,1,0,5,1
2014,"Brill, Matt","Appalachian St.","SoCon",29,11,2,0,2,2
