year,division,Player,Jersey,school,conference,Yr,Pos,GP,App,GS,ERA,IP,H.A,R.A,ER,BB.A,SO,SHO,BF,P.OAB,2B.A,3B.A,Bk,HR.A,WP,HB,IBB.A,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,teamid,player_id,player_url,SO_PCT,BB_PCT,SO_BB_Ratio,BAA,OBPA,SLGA,OPSA,conference_id
2017,1,"Reagan, Josh",47,South Carolina,SEC,Sr,P,27,27,0,2.72,56.1,49,21,17,19,51,0,232,206,6,0,0,6,1,3,1,30,7,2,2,55,52,6,2,2,14,648,1541605,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1541605,0.22,0.082,2.684,0.238,0.309,0.354,0.663,911
2014,1,"Sabo, Nick",17,Long Beach St.,Big West,Jr,P,14,14,14,3.3,79,65,32,29,28,49,0,336,279,12,1,0,2,4,14,0,0,0,12,3,86,86,4,6,0,23,99,1302629,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1302629,0.146,0.083,1.75,0.233,0.33,0.305,0.635,904
2014,1,"Seeburger, Brett",33,San Diego St.,Mountain West,Fr,P,15,15,3,4.79,35.2,46,20,19,9,25,0,160,148,7,3,1,0,4,2,0,19,8,1,0,33,44,3,0,0,3,626,1526641,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1526641,0.156,0.056,2.778,0.311,0.358,0.399,0.757,5486
2018,1,"Korzybski, Drew",31,ETSU,SoCon,Sr,P,24,24,1,4.27,52.2,68,33,25,18,40,0,247,217,7,5,0,3,6,5,0,25,14,4,2,67,42,2,4,1,9,198,1870597,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1870597,0.162,0.073,2.222,0.313,0.376,0.433,0.809,912
2016,1,"Sammons, Bryan",32,Western Caro.,SoCon,Jr,P,24,18,18,5.74,100.1,116,69,64,59,89,1,466,392,14,6,1,16,5,7,2,0,0,5,3,91,96,8,3,0,21,769,1526746,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1526746,0.191,0.127,1.508,0.296,0.395,0.485,0.88,912
2019,1,"Smith, Zach",23,North Dakota St.,Summit League,So,P,13,13,13,5.56,66.1,85,50,41,25,47,0,309,263,15,2,2,4,6,4,0,0,0,6,11,55,85,1,5,0,11,493,1996965,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=1996965,0.152,0.081,1.88,0.323,0.376,0.441,0.817,819
2017,1,"Doty, Ryan",37,Villanova,Big East,Jr,P,17,17,10,3.82,61.1,77,33,26,20,39,0,275,248,16,1,1,2,4,1,0,11,4,5,1,82,53,2,7,1,18,739,1660954,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1660954,0.142,0.073,1.95,0.31,0.363,0.407,0.77,30184
2013,1,"Camp, Justin",27,Auburn,SEC,Fr,P,18,18,2,2.44,44.1,40,15,12,19,28,0,188,161,7,0,0,2,0,1,0,18,9,5,2,46,51,5,1,2,9,37,1310712,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1310712,0.149,0.101,1.474,0.248,0.328,0.329,0.657,911
2017,1,"Sugg, Taylor",25,North Carolina,ACC,So,P,17,17,3,1.95,27.2,24,7,6,14,18,0,123,105,4,0,0,0,4,1,1,11,5,2,1,24,38,1,1,0,4,457,1772621,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772621,0.146,0.114,1.286,0.229,0.322,0.267,0.589,821
2014,1,"McCann, Jamin",25,ETSU,ASUN,Fr,OF,18,18,12,4.78,64,79,37,34,13,33,0,288,263,14,2,1,7,5,4,3,3,0,5,3,87,70,5,4,0,13,198,1531039,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1531039,0.115,0.045,2.538,0.3,0.339,0.449,0.788,920
2018,1,"Wrighter, Nathan",40,Bryant,NEC,Jr,P,21,21,0,5.23,32.2,26,21,19,14,25,0,142,116,1,0,0,2,4,7,0,18,6,3,2,32,37,1,4,8,8,81,1757105,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1757105,0.176,0.099,1.786,0.224,0.338,0.284,0.622,846
2016,1,"Superko, Kevin",20,Georgetown,Big East,So,P,15,14,10,6.29,54.1,66,44,38,22,25,0,253,217,14,2,0,3,1,7,1,0,0,3,4,59,67,0,4,0,12,251,1643600,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1643600,0.099,0.087,1.136,0.304,0.38,0.429,0.809,30184
2019,1,"Zeferjahn, Ryan",22,Kansas,Big 12,Jr,P,15,15,15,3.97,88.1,60,43,39,44,107,0,378,311,13,1,1,7,5,16,1,0,0,4,3,70,77,5,2,0,30,328,1880076,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=1880076,0.283,0.116,2.432,0.193,0.321,0.309,0.63,25354
2013,1,"Devilme, Jhar",10,Coppin St.,MEAC,Fr,P,16,16,2,9,29,38,31,29,20,18,0,147,114,5,1,2,2,7,4,0,20,10,4,5,25,38,0,2,1,2,165,1422209,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1422209,0.122,0.136,0.9,0.333,0.434,0.447,0.881,876
2016,1,"Guillory, Evan",18,Louisiana,Sun Belt,So,P,16,16,15,4.34,74.2,69,42,36,15,58,1,314,289,20,3,1,5,8,4,0,0,0,5,1,100,59,5,6,0,17,671,1644711,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1644711,0.185,0.048,3.867,0.239,0.285,0.381,0.666,818
2018,1,"Sara, Jamie",23,William & Mary,CAA,So,P,15,15,3,6.35,34,34,28,24,20,38,0,163,131,7,0,0,2,7,8,0,4,1,4,0,34,27,3,3,0,15,786,1882333,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1882333,0.233,0.123,1.9,0.26,0.39,0.359,0.749,837
2018,1,"Longbrake, Justin",5,Dayton,Atlantic 10,Fr,P,17,17,1,3.86,30.1,33,14,13,11,23,0,132,114,10,2,0,3,2,1,2,8,4,2,4,22,40,1,0,1,10,175,1997600,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1997600,0.174,0.083,2.091,0.289,0.346,0.491,0.837,820
2013,1,"Felax, Travis",37,SIUE,OVC,Jr,P,11,11,11,2.26,75.2,74,25,19,6,58,1,305,293,14,1,0,4,0,1,0,0,0,4,1,75,83,3,6,0,17,660,1202324,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1202324,0.19,0.02,9.667,0.253,0.269,0.348,0.617,902
2016,1,"Parkinson, David",10,Ole Miss,SEC,So,P,22,22,9,2.78,68,74,27,21,24,50,0,290,258,12,2,0,6,2,3,2,19,5,3,2,67,71,5,3,0,22,433,1752122,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1752122,0.172,0.083,2.083,0.287,0.352,0.419,0.771,911
2015,1,"Johnson, Thad",5,St. Bonaventure,Atlantic 10,Jr,OF,47,18,0,1.44,31.1,29,7,5,9,20,0,132,113,8,2,0,0,3,6,0,1,1,3,1,40,26,1,0,8,9,596,1421497,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1421497,0.152,0.068,2.222,0.257,0.341,0.363,0.704,820
2015,1,"Daugherty, Devin",25,Bowling Green,MAC,Jr,P,23,23,0,4.1,41.2,47,30,19,13,26,0,193,171,7,0,1,3,2,4,1,14,11,3,2,38,56,3,1,0,9,71,1431165,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1431165,0.135,0.067,2,0.275,0.337,0.368,0.705,875
2015,1,"Naylor, Matthew",39,North Florida,ASUN,So,P,28,28,0,1.78,65.2,56,15,13,19,37,0,265,230,5,0,1,3,0,4,2,33,15,7,5,71,75,8,0,0,8,2711,1639707,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1639707,0.14,0.072,1.947,0.243,0.306,0.304,0.61,920
2019,1,"Walker, Matt",33,Illinois St.,MVC,Jr,P,16,16,16,4.75,77.2,74,53,41,39,79,0,341,286,9,0,0,8,9,6,0,0,0,6,4,77,66,5,8,0,16,299,1862909,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=1862909,0.232,0.114,2.026,0.259,0.355,0.374,0.729,884
2015,1,"Fowler, Zachary",12,Jacksonville St.,OVC,Sr,P,15,15,15,3.8,92.1,91,48,39,27,75,0,406,356,15,3,1,8,7,16,0,0,0,4,2,85,99,8,3,0,33,315,1548560,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1548560,0.185,0.067,2.778,0.256,0.334,0.382,0.716,902
2019,1,"Robinson, Blake",15,Col. of Charleston,CAA,Jr,P,13,13,6,5.88,33.2,41,23,22,16,27,0,155,133,10,0,0,3,6,2,0,14,6,1,3,28,40,0,0,0,2,1014,2139317,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=2139317,0.174,0.103,1.688,0.308,0.383,0.451,0.834,837
2016,1,"Nobles, B.J.",18,Western Caro.,SoCon,Jr,P,22,22,1,4.07,42,39,23,19,14,46,0,184,157,7,0,0,6,6,8,1,16,7,3,2,30,44,2,2,5,19,769,1526743,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1526743,0.25,0.076,3.286,0.248,0.337,0.408,0.745,912
2014,1,"Hamilton, Ian",40,Washington St.,Pac-12,Fr,OF,28,28,0,2.7,30,34,9,9,12,24,0,137,112,3,1,0,0,0,4,2,14,7,8,1,36,25,2,2,15,4,754,1532244,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1532244,0.175,0.088,2,0.304,0.388,0.348,0.736,905
