"year","BA","OBP","SLG","school","K%","BB%","ISO","OPS","tourn_appearance","cws_appearance","cws_final","cws_champ","RC.PA","K-BB%","ERA","SO_PCT","BB_PCT","SO_BB_Ratio","FIP","BAA","OBPA","SLGA","OPSA","GO.O","FO.O","XB.PA","HR.PA","RBI.PA","SF.PA","SH.PA","DP.PA","R.PA","RA.BF","XBA.BF","HRA.BF","KL.BF"
2019,0.292,0.386,0.422,"George Washington",0.155,0.11,0.13,0.808,0,0,0,0,0.135,0.045,5.46,0.186,0.118,1.58,4.28,0.284,0.381,0.415,0.796,0.295,0.355,0.072,0.016,0.15,0.01,0.009,0.018,0.166,0.154,0.071,0.017,0.046
2017,0.271,0.374,0.412,"Oklahoma",0.177,0.116,0.141,0.786,1,0,0,0,0.122,0.061,4.4,0.23,0.118,1.952,4,0.249,0.352,0.34,0.692,0.337,0.268,0.068,0.022,0.139,0.009,0.014,0.023,0.156,0.127,0.052,0.011,0.067
2014,0.257,0.35,0.354,"Miami (FL)",0.166,0.107,0.097,0.704,1,0,0,0,0.101,0.059,2.94,0.215,0.084,2.56,3.75,0.241,0.318,0.303,0.621,0.376,0.265,0.057,0.01,0.12,0.008,0.027,0.017,0.132,0.095,0.043,0.004,0.068
2017,0.246,0.327,0.336,"Pepperdine",0.18,0.08,0.09,0.663,0,0,0,0,0.091,0.1,4.32,0.162,0.096,1.691,4.29,0.27,0.356,0.385,0.741,0.328,0.375,0.057,0.009,0.095,0.008,0.014,0.021,0.106,0.127,0.054,0.021,0.043
2014,0.246,0.332,0.329,"Southern Miss.",0.176,0.085,0.083,0.661,0,0,0,0,0.088,0.091,3.58,0.196,0.089,2.217,3.91,0.251,0.338,0.314,0.652,0.329,0.32,0.048,0.011,0.106,0.008,0.017,0.02,0.116,0.11,0.039,0.006,0.061
2018,0.266,0.342,0.35,"The Citadel",0.188,0.084,0.084,0.692,0,0,0,0,0.102,0.104,5.85,0.184,0.107,1.713,4.35,0.293,0.386,0.443,0.829,0.299,0.351,0.05,0.009,0.103,0.011,0.016,0.018,0.116,0.166,0.076,0.022,0.041
2018,0.25,0.346,0.359,"Northwestern",0.196,0.102,0.109,0.705,0,0,0,0,0.104,0.094,6.2,0.157,0.122,1.285,4.47,0.29,0.395,0.43,0.825,0.335,0.357,0.057,0.014,0.115,0.013,0.008,0.013,0.128,0.168,0.069,0.02,0.05
2013,0.237,0.32,0.309,"Hartford",0.191,0.077,0.072,0.629,0,0,0,0,0.077,0.114,5.4,0.168,0.099,1.693,4.11,0.278,0.373,0.366,0.739,0.379,0.296,0.048,0.004,0.093,0.011,0.029,0.021,0.106,0.162,0.053,0.008,0.065
2015,0.258,0.347,0.35,"Duke",0.207,0.104,0.092,0.697,0,0,0,0,0.103,0.103,3.29,0.216,0.097,2.239,3.83,0.247,0.33,0.325,0.655,0.365,0.271,0.058,0.006,0.109,0.015,0.008,0.012,0.125,0.101,0.048,0.007,0.062
2018,0.268,0.364,0.44,"Illinois",0.168,0.107,0.172,0.804,0,0,0,0,0.133,0.061,4.12,0.176,0.099,1.782,4.15,0.254,0.34,0.36,0.7,0.386,0.299,0.082,0.029,0.144,0.012,0.01,0.02,0.155,0.125,0.057,0.016,0.047
2015,0.274,0.375,0.423,"Coastal Carolina",0.176,0.112,0.149,0.798,1,0,0,0,0.126,0.064,3.91,0.196,0.086,2.282,3.96,0.259,0.334,0.355,0.689,0.354,0.297,0.069,0.026,0.15,0.014,0.026,0.02,0.168,0.125,0.056,0.012,0.06
2017,0.276,0.38,0.381,"Central Mich.",0.163,0.115,0.105,0.761,0,0,0,0,0.114,0.048,5.3,0.163,0.11,1.481,4.18,0.288,0.379,0.401,0.78,0.349,0.332,0.056,0.012,0.131,0.012,0.026,0.017,0.148,0.153,0.062,0.012,0.045
2017,0.248,0.358,0.327,"Northern Ill.",0.171,0.13,0.079,0.685,0,0,0,0,0.096,0.041,5.15,0.151,0.124,1.214,4.43,0.278,0.386,0.396,0.782,0.325,0.381,0.043,0.008,0.098,0.009,0.01,0.021,0.111,0.155,0.061,0.016,0.05
2018,0.249,0.34,0.354,"Delaware",0.203,0.1,0.105,0.694,0,0,0,0,0.101,0.103,3.9,0.209,0.093,2.25,4.04,0.249,0.341,0.355,0.696,0.326,0.315,0.057,0.013,0.101,0.008,0.011,0.019,0.112,0.125,0.057,0.013,0.051
2015,0.266,0.35,0.371,"Ark.-Pine Bluff",0.168,0.081,0.105,0.721,0,0,0,0,0.103,0.087,4.53,0.208,0.088,2.356,4.01,0.275,0.355,0.381,0.736,0.32,0.306,0.06,0.013,0.132,0.007,0.016,0.022,0.151,0.139,0.057,0.014,0.062
2018,0.243,0.339,0.338,"UTRGV",0.243,0.098,0.095,0.677,0,0,0,0,0.093,0.145,4.67,0.206,0.102,2.014,4.16,0.27,0.359,0.398,0.757,0.315,0.313,0.05,0.013,0.096,0.007,0.01,0.019,0.115,0.138,0.066,0.019,0.057
2013,0.282,0.379,0.387,"Alabama St.",0.15,0.086,0.105,0.766,0,0,0,0,0.116,0.064,4.29,0.2,0.105,1.916,3.95,0.258,0.36,0.343,0.703,0.325,0.303,0.057,0.012,0.132,0.011,0.024,0.019,0.16,0.135,0.054,0.004,0.059
2017,0.316,0.416,0.489,"Kentucky",0.152,0.114,0.173,0.905,1,0,0,0,0.16,0.038,3.85,0.236,0.088,2.687,4.17,0.23,0.317,0.377,0.694,0.305,0.313,0.085,0.027,0.164,0.01,0.021,0.019,0.178,0.114,0.071,0.027,0.061
2015,0.3,0.395,0.44,"Fla. Atlantic",0.143,0.118,0.14,0.835,1,0,0,0,0.142,0.025,3.54,0.174,0.07,2.497,4.03,0.257,0.324,0.362,0.686,0.336,0.369,0.074,0.017,0.144,0.015,0.017,0.022,0.164,0.111,0.06,0.015,0.054
2016,0.236,0.339,0.311,"UAB",0.186,0.107,0.075,0.65,0,0,0,0,0.085,0.079,4.06,0.154,0.116,1.335,4.32,0.244,0.359,0.345,0.704,0.346,0.366,0.042,0.008,0.103,0.006,0.025,0.015,0.114,0.127,0.053,0.013,0.035
2014,0.277,0.362,0.365,"McNeese",0.129,0.091,0.088,0.727,0,0,0,0,0.109,0.038,4.76,0.145,0.094,1.541,4.23,0.28,0.367,0.386,0.753,0.363,0.365,0.052,0.01,0.12,0.01,0.02,0.021,0.135,0.136,0.059,0.013,0.047
2014,0.244,0.328,0.317,"Boston College",0.162,0.094,0.073,0.645,0,0,0,0,0.087,0.068,4.29,0.161,0.107,1.498,4.12,0.261,0.359,0.37,0.729,0.357,0.335,0.05,0.006,0.089,0.008,0.016,0.022,0.097,0.131,0.066,0.008,0.046
2019,0.246,0.335,0.316,"Savannah St.",0.211,0.097,0.07,0.651,0,0,0,0,0.092,0.114,5.53,0.113,0.102,1.105,4.34,0.305,0.397,0.396,0.793,0.327,0.431,0.042,0.008,0.103,0.009,0.011,0.014,0.122,0.152,0.052,0.009,0.031
2014,0.252,0.323,0.334,"Hartford",0.164,0.069,0.082,0.657,0,0,0,0,0.089,0.095,3.09,0.169,0.079,2.144,3.92,0.242,0.319,0.314,0.633,0.387,0.318,0.052,0.007,0.103,0.008,0.021,0.015,0.113,0.1,0.045,0.006,0.051
2014,0.28,0.363,0.431,"Samford",0.185,0.093,0.151,0.794,0,0,0,0,0.129,0.092,5.31,0.18,0.107,1.679,4.29,0.27,0.37,0.385,0.755,0.348,0.317,0.079,0.023,0.147,0.01,0.005,0.023,0.165,0.152,0.057,0.017,0.057
2019,0.255,0.371,0.392,"Lehigh",0.222,0.12,0.137,0.763,0,0,0,0,0.113,0.102,5.69,0.193,0.099,1.948,4.15,0.28,0.373,0.404,0.777,0.352,0.298,0.069,0.019,0.143,0.012,0.016,0.016,0.155,0.16,0.069,0.014,0.055
2014,0.287,0.362,0.401,"Oklahoma",0.121,0.09,0.114,0.763,0,0,0,0,0.124,0.031,4.37,0.185,0.09,2.056,4.1,0.275,0.361,0.372,0.733,0.325,0.333,0.064,0.013,0.125,0.013,0.011,0.031,0.14,0.135,0.053,0.013,0.074
2014,0.272,0.356,0.354,"Jacksonville",0.151,0.086,0.082,0.71,0,0,0,0,0.105,0.065,5.15,0.15,0.089,1.672,4.19,0.284,0.368,0.399,0.767,0.345,0.369,0.05,0.007,0.111,0.009,0.029,0.022,0.122,0.143,0.065,0.013,0.047
2016,0.299,0.391,0.5,"Missouri St.",0.161,0.112,0.201,0.891,0,0,0,0,0.163,0.049,4.53,0.227,0.112,2.023,3.93,0.251,0.348,0.356,0.704,0.351,0.261,0.093,0.033,0.169,0.012,0.01,0.017,0.181,0.133,0.064,0.009,0.055
2016,0.255,0.351,0.356,"Northeastern",0.19,0.104,0.101,0.707,0,0,0,0,0.102,0.086,3.71,0.207,0.103,2.009,4.04,0.241,0.332,0.338,0.67,0.34,0.306,0.056,0.011,0.11,0.007,0.016,0.02,0.124,0.111,0.049,0.014,0.057
2013,0.284,0.375,0.419,"South Carolina",0.151,0.111,0.135,0.794,1,0,0,0,0.13,0.04,3.02,0.202,0.061,3.299,3.75,0.251,0.311,0.322,0.633,0.317,0.357,0.067,0.021,0.136,0.015,0.015,0.017,0.15,0.097,0.045,0.007,0.057
2016,0.243,0.334,0.331,"Western Ill.",0.22,0.098,0.088,0.665,0,0,0,0,0.091,0.122,6,0.157,0.099,1.578,4.3,0.303,0.388,0.434,0.822,0.313,0.387,0.048,0.009,0.09,0.012,0.013,0.021,0.102,0.166,0.074,0.017,0.044
2016,0.249,0.345,0.363,"Missouri",0.211,0.109,0.114,0.708,0,0,0,0,0.105,0.102,4.36,0.193,0.065,2.972,3.94,0.281,0.34,0.388,0.728,0.376,0.28,0.062,0.014,0.123,0.01,0.006,0.021,0.135,0.136,0.061,0.015,0.061
2017,0.273,0.352,0.386,"Milwaukee",0.197,0.093,0.113,0.738,0,0,0,0,0.117,0.104,4.4,0.181,0.101,1.794,4.2,0.26,0.356,0.372,0.728,0.345,0.327,0.064,0.014,0.117,0.007,0.006,0.015,0.131,0.126,0.058,0.016,0.047
2017,0.242,0.355,0.365,"Northwestern St.",0.25,0.126,0.123,0.72,0,0,0,0,0.103,0.124,6.06,0.135,0.1,1.347,4.48,0.288,0.373,0.455,0.828,0.341,0.397,0.068,0.015,0.114,0.012,0.012,0.016,0.128,0.165,0.085,0.024,0.04
2013,0.284,0.378,0.438,"San Diego",0.158,0.107,0.154,0.816,1,0,0,0,0.134,0.051,4.13,0.191,0.1,1.91,4.06,0.269,0.358,0.364,0.722,0.345,0.312,0.073,0.025,0.146,0.009,0.014,0.022,0.159,0.127,0.052,0.012,0.068
2016,0.271,0.365,0.414,"Evansville",0.177,0.104,0.143,0.779,0,0,0,0,0.124,0.073,4.4,0.168,0.092,1.812,4.16,0.269,0.355,0.385,0.74,0.404,0.289,0.073,0.023,0.126,0.008,0.007,0.025,0.141,0.132,0.062,0.015,0.044
2014,0.257,0.329,0.316,"Ohio",0.144,0.07,0.059,0.645,0,0,0,0,0.085,0.074,6.4,0.129,0.101,1.284,4.4,0.305,0.391,0.452,0.843,0.344,0.392,0.041,0.004,0.087,0.006,0.022,0.018,0.097,0.182,0.082,0.017,0.027
2018,0.258,0.372,0.416,"Missouri St.",0.215,0.125,0.158,0.788,1,0,0,0,0.124,0.09,4.28,0.207,0.116,1.792,4.26,0.234,0.348,0.352,0.7,0.31,0.334,0.071,0.026,0.147,0.012,0.016,0.019,0.161,0.12,0.058,0.019,0.062
2015,0.332,0.415,0.516,"Morehead St.",0.141,0.1,0.184,0.931,1,0,0,0,0.177,0.041,6.3,0.18,0.107,1.672,4.5,0.293,0.381,0.485,0.866,0.32,0.339,0.099,0.025,0.179,0.013,0.008,0.02,0.193,0.167,0.097,0.031,0.06
2019,0.25,0.356,0.35,"Texas",0.198,0.127,0.1,0.706,0,0,0,0,0.104,0.071,4.37,0.209,0.122,1.716,4.18,0.243,0.353,0.347,0.7,0.361,0.28,0.053,0.013,0.122,0.009,0.019,0.023,0.138,0.131,0.053,0.016,0.05
2017,0.299,0.391,0.517,"DBU",0.178,0.109,0.218,0.908,1,0,0,0,0.167,0.069,4.76,0.201,0.104,1.941,4.19,0.268,0.359,0.39,0.749,0.343,0.297,0.101,0.038,0.167,0.012,0.007,0.017,0.182,0.141,0.061,0.019,0.051
2018,0.31,0.384,0.477,"Air Force",0.217,0.081,0.167,0.861,0,0,0,0,0.156,0.136,6.28,0.16,0.103,1.563,4.37,0.322,0.403,0.488,0.891,0.408,0.269,0.09,0.023,0.165,0.009,0.007,0.022,0.179,0.167,0.092,0.022,0.041
2014,0.263,0.36,0.378,"Duke",0.167,0.113,0.115,0.738,0,0,0,0,0.112,0.054,3.14,0.226,0.086,2.637,3.78,0.234,0.309,0.306,0.615,0.365,0.267,0.061,0.014,0.115,0.011,0.011,0.018,0.128,0.101,0.043,0.009,0.059
2018,0.267,0.36,0.402,"McNeese",0.18,0.101,0.135,0.762,0,0,0,0,0.118,0.079,5.4,0.199,0.111,1.792,4.19,0.275,0.381,0.397,0.778,0.348,0.284,0.067,0.021,0.122,0.008,0.014,0.029,0.134,0.15,0.065,0.013,0.057
2019,0.278,0.358,0.407,"Illinois",0.166,0.095,0.129,0.765,1,0,0,0,0.125,0.071,3.78,0.203,0.12,1.689,4.24,0.22,0.342,0.328,0.67,0.321,0.341,0.069,0.018,0.117,0.013,0.014,0.017,0.129,0.108,0.054,0.016,0.061
2015,0.297,0.383,0.462,"Bryant",0.154,0.098,0.165,0.845,0,0,0,0,0.148,0.056,4.53,0.165,0.107,1.541,4.11,0.261,0.355,0.348,0.703,0.353,0.341,0.089,0.021,0.15,0.01,0.009,0.016,0.173,0.139,0.052,0.009,0.059
2013,0.255,0.34,0.345,"Purdue",0.159,0.089,0.09,0.685,0,0,0,0,0.098,0.07,6.46,0.131,0.101,1.3,4.29,0.321,0.405,0.429,0.834,0.387,0.342,0.053,0.01,0.116,0.01,0.017,0.022,0.131,0.178,0.062,0.012,0.038
2015,0.25,0.343,0.379,"Notre Dame",0.185,0.102,0.129,0.722,1,0,0,0,0.108,0.083,3.13,0.153,0.082,1.865,4.09,0.253,0.329,0.358,0.687,0.376,0.341,0.068,0.018,0.118,0.008,0.015,0.016,0.131,0.094,0.059,0.013,0.042
2018,0.248,0.329,0.357,"Norfolk St.",0.208,0.088,0.109,0.686,0,0,0,0,0.101,0.12,5.03,0.158,0.111,1.423,4.18,0.291,0.385,0.405,0.79,0.258,0.421,0.06,0.014,0.105,0.013,0.006,0.013,0.125,0.164,0.07,0.009,0.038
2018,0.276,0.354,0.37,"Siena",0.16,0.088,0.094,0.724,0,0,0,0,0.111,0.072,5.51,0.161,0.083,1.937,4.2,0.304,0.373,0.45,0.823,0.331,0.361,0.056,0.01,0.112,0.012,0.014,0.02,0.123,0.16,0.08,0.019,0.044
2015,0.3,0.375,0.407,"San Diego",0.139,0.088,0.107,0.782,0,0,0,0,0.126,0.051,3.97,0.211,0.096,2.2,3.98,0.247,0.343,0.346,0.689,0.353,0.292,0.063,0.012,0.133,0.01,0.016,0.027,0.143,0.116,0.057,0.01,0.072
2015,0.248,0.315,0.337,"Princeton",0.209,0.074,0.089,0.652,0,0,0,0,0.091,0.135,6.4,0.13,0.097,1.338,4.34,0.319,0.398,0.465,0.863,0.368,0.356,0.055,0.01,0.078,0.005,0.007,0.027,0.089,0.191,0.084,0.015,0.049
2013,0.241,0.34,0.337,"SIUE",0.172,0.1,0.096,0.677,0,0,0,0,0.092,0.072,6.32,0.135,0.101,1.335,4.39,0.306,0.392,0.445,0.837,0.329,0.395,0.05,0.014,0.095,0.006,0.012,0.019,0.106,0.168,0.076,0.017,0.038
2019,0.267,0.361,0.374,"Albany (NY)",0.195,0.102,0.107,0.735,0,0,0,0,0.112,0.093,5.32,0.186,0.104,1.792,4.1,0.265,0.358,0.382,0.74,0.337,0.34,0.06,0.01,0.125,0.011,0.017,0.015,0.14,0.148,0.07,0.011,0.057
2017,0.261,0.348,0.371,"Washington",0.19,0.102,0.11,0.719,0,0,0,0,0.108,0.088,3.92,0.183,0.086,2.136,4.04,0.267,0.339,0.384,0.723,0.351,0.328,0.064,0.012,0.114,0.009,0.02,0.021,0.128,0.108,0.065,0.016,0.06
2019,0.236,0.338,0.322,"Iona",0.193,0.104,0.086,0.66,0,0,0,0,0.087,0.089,5.39,0.177,0.11,1.606,4.18,0.279,0.375,0.397,0.772,0.291,0.373,0.053,0.007,0.094,0.012,0.01,0.024,0.11,0.163,0.068,0.011,0.058
2019,0.251,0.333,0.362,"Texas A&M",0.17,0.093,0.111,0.695,1,0,0,0,0.102,0.077,3.21,0.286,0.086,3.332,3.85,0.227,0.309,0.341,0.65,0.278,0.271,0.056,0.017,0.129,0.012,0.015,0.014,0.144,0.099,0.06,0.019,0.08
2014,0.283,0.361,0.369,"Grand Canyon",0.137,0.089,0.086,0.73,0,0,0,0,0.114,0.048,3.58,0.141,0.082,1.706,4.04,0.256,0.335,0.352,0.687,0.38,0.343,0.054,0.006,0.124,0.01,0.03,0.02,0.144,0.107,0.062,0.007,0.039
2019,0.267,0.382,0.401,"Texas Southern",0.184,0.12,0.134,0.783,0,0,0,0,0.122,0.064,7.59,0.138,0.119,1.158,4.64,0.326,0.429,0.483,0.912,0.343,0.344,0.063,0.02,0.129,0.007,0.016,0.02,0.15,0.201,0.074,0.021,0.041
2016,0.266,0.354,0.368,"Troy",0.185,0.096,0.102,0.722,0,0,0,0,0.107,0.089,3.79,0.167,0.071,2.335,4,0.268,0.334,0.367,0.701,0.409,0.302,0.057,0.013,0.117,0.011,0.012,0.02,0.13,0.118,0.061,0.012,0.053
2019,0.253,0.326,0.385,"Middle Tenn.",0.224,0.073,0.132,0.711,0,0,0,0,0.106,0.151,4.89,0.191,0.078,2.454,3.99,0.299,0.363,0.422,0.785,0.321,0.334,0.066,0.024,0.114,0.008,0.009,0.013,0.122,0.145,0.071,0.015,0.064
2016,0.307,0.386,0.491,"ETSU",0.146,0.094,0.184,0.877,0,0,0,0,0.16,0.052,6.82,0.181,0.098,1.84,4.45,0.302,0.382,0.484,0.866,0.367,0.313,0.089,0.032,0.165,0.01,0.011,0.016,0.182,0.181,0.092,0.029,0.061
2019,0.253,0.341,0.373,"NJIT",0.212,0.091,0.12,0.714,0,0,0,0,0.107,0.121,5.84,0.121,0.108,1.115,4.44,0.303,0.392,0.434,0.826,0.357,0.396,0.063,0.019,0.122,0.005,0.005,0.017,0.135,0.157,0.071,0.017,0.038
2019,0.244,0.345,0.369,"Brown",0.215,0.116,0.125,0.714,0,0,0,0,0.106,0.099,6.99,0.13,0.102,1.271,4.5,0.314,0.401,0.453,0.854,0.343,0.383,0.063,0.02,0.111,0.006,0.005,0.013,0.124,0.188,0.067,0.021,0.036
2016,0.291,0.362,0.414,"Fresno St.",0.173,0.085,0.123,0.776,0,0,0,0,0.124,0.088,3.72,0.209,0.081,2.575,3.89,0.261,0.333,0.35,0.683,0.324,0.329,0.067,0.016,0.129,0.01,0.03,0.016,0.145,0.118,0.051,0.011,0.044
2019,0.288,0.373,0.418,"Old Dominion",0.161,0.093,0.13,0.791,0,0,0,0,0.131,0.068,4.74,0.199,0.104,1.92,4.17,0.251,0.355,0.349,0.704,0.349,0.301,0.063,0.022,0.144,0.009,0.011,0.019,0.165,0.131,0.05,0.015,0.045
2013,0.263,0.344,0.321,"Stetson",0.147,0.086,0.058,0.665,0,0,0,0,0.091,0.061,4.67,0.144,0.099,1.458,4.13,0.288,0.376,0.358,0.734,0.354,0.357,0.04,0.003,0.098,0.007,0.019,0.024,0.115,0.135,0.042,0.007,0.04
2018,0.254,0.345,0.387,"Ohio",0.215,0.097,0.133,0.732,0,0,0,0,0.109,0.118,4.45,0.165,0.105,1.578,4.23,0.276,0.364,0.387,0.751,0.324,0.361,0.065,0.022,0.113,0.009,0.016,0.017,0.125,0.135,0.059,0.016,0.046
2013,0.289,0.373,0.398,"Holy Cross",0.155,0.089,0.109,0.771,0,0,0,0,0.124,0.066,5.62,0.158,0.104,1.531,4.23,0.294,0.387,0.404,0.791,0.347,0.352,0.064,0.011,0.141,0.01,0.024,0.017,0.156,0.158,0.062,0.012,0.043
2013,0.275,0.345,0.381,"West Virginia",0.148,0.072,0.106,0.726,0,0,0,0,0.11,0.076,3.88,0.151,0.09,1.67,4.15,0.256,0.347,0.355,0.702,0.336,0.385,0.061,0.014,0.115,0.009,0.014,0.019,0.128,0.119,0.057,0.011,0.035
2016,0.298,0.39,0.41,"Navy",0.122,0.107,0.112,0.8,1,0,0,0,0.132,0.015,3.2,0.204,0.077,2.651,3.87,0.241,0.312,0.333,0.645,0.355,0.305,0.065,0.008,0.141,0.01,0.016,0.023,0.161,0.103,0.055,0.011,0.062
2014,0.277,0.36,0.361,"Florida A&M",0.182,0.095,0.084,0.721,0,0,0,0,0.111,0.087,4.93,0.131,0.087,1.505,4.32,0.279,0.372,0.381,0.753,0.395,0.341,0.051,0.009,0.11,0.009,0.012,0.022,0.123,0.15,0.053,0.014,0.043
2016,0.29,0.386,0.417,"Lipscomb",0.205,0.117,0.127,0.803,0,0,0,0,0.133,0.088,5.51,0.193,0.091,2.117,4.12,0.273,0.362,0.394,0.756,0.343,0.31,0.068,0.016,0.146,0.011,0.018,0.02,0.164,0.156,0.067,0.014,0.051
2016,0.252,0.336,0.363,"Georgia",0.209,0.101,0.111,0.699,0,0,0,0,0.104,0.108,4.62,0.214,0.114,1.874,4.23,0.241,0.341,0.377,0.718,0.307,0.332,0.055,0.019,0.11,0.011,0.01,0.022,0.119,0.134,0.065,0.022,0.06
2018,0.271,0.357,0.361,"Central Conn. St.",0.199,0.103,0.09,0.718,0,0,0,0,0.11,0.096,5.25,0.155,0.096,1.623,4.22,0.29,0.37,0.417,0.787,0.305,0.387,0.048,0.013,0.112,0.009,0.01,0.026,0.122,0.145,0.071,0.015,0.044
2013,0.254,0.354,0.335,"Indiana St.",0.14,0.109,0.081,0.689,0,0,0,0,0.096,0.031,3.5,0.196,0.09,2.184,3.93,0.256,0.337,0.344,0.681,0.364,0.289,0.047,0.006,0.111,0.017,0.021,0.017,0.123,0.111,0.056,0.01,0.064
2019,0.291,0.393,0.439,"UTSA",0.165,0.109,0.148,0.832,0,0,0,0,0.138,0.056,4.93,0.196,0.103,1.911,4.24,0.261,0.359,0.373,0.732,0.306,0.35,0.08,0.018,0.141,0.012,0.011,0.028,0.16,0.148,0.052,0.019,0.053
2015,0.272,0.36,0.416,"Louisiana",0.162,0.097,0.144,0.776,1,0,0,0,0.122,0.065,3.37,0.189,0.069,2.733,4.02,0.243,0.312,0.356,0.668,0.36,0.318,0.073,0.022,0.131,0.01,0.028,0.019,0.147,0.104,0.06,0.017,0.055
2019,0.238,0.333,0.333,"Stetson",0.213,0.099,0.095,0.666,0,0,0,0,0.091,0.114,4.7,0.202,0.106,1.906,4.23,0.264,0.361,0.382,0.743,0.286,0.357,0.057,0.01,0.101,0.014,0.018,0.014,0.117,0.137,0.055,0.019,0.055
2015,0.274,0.366,0.371,"Seattle U",0.134,0.108,0.097,0.737,0,0,0,0,0.115,0.026,3.6,0.199,0.076,2.605,3.92,0.256,0.332,0.329,0.661,0.37,0.287,0.052,0.01,0.121,0.011,0.024,0.019,0.135,0.115,0.04,0.011,0.043
2016,0.269,0.364,0.39,"Saint Mary's (CA)",0.193,0.106,0.121,0.754,1,0,0,0,0.115,0.087,3.58,0.193,0.081,2.392,3.95,0.258,0.332,0.358,0.69,0.353,0.31,0.066,0.016,0.118,0.009,0.016,0.019,0.132,0.112,0.059,0.012,0.057
2018,0.256,0.369,0.389,"Alabama",0.205,0.119,0.133,0.758,0,0,0,0,0.113,0.086,4.1,0.171,0.09,1.897,4.15,0.267,0.34,0.372,0.712,0.337,0.358,0.069,0.019,0.127,0.007,0.007,0.017,0.137,0.125,0.053,0.018,0.055
2017,0.258,0.33,0.4,"Santa Clara",0.245,0.076,0.142,0.73,0,0,0,0,0.109,0.169,6.39,0.167,0.119,1.409,4.37,0.287,0.39,0.426,0.816,0.306,0.372,0.074,0.024,0.103,0.007,0.012,0.017,0.117,0.174,0.074,0.017,0.051
2016,0.291,0.381,0.412,"South Carolina",0.175,0.104,0.121,0.793,1,0,0,0,0.13,0.071,3.29,0.256,0.088,2.906,3.91,0.227,0.308,0.328,0.636,0.279,0.321,0.065,0.017,0.142,0.01,0.017,0.017,0.155,0.1,0.051,0.018,0.082
2014,0.266,0.351,0.375,"Dayton",0.176,0.074,0.109,0.726,0,0,0,0,0.107,0.102,5.75,0.13,0.099,1.313,4.34,0.289,0.376,0.431,0.807,0.376,0.358,0.066,0.012,0.121,0.013,0.019,0.016,0.137,0.157,0.08,0.016,0.044
2014,0.235,0.316,0.305,"Purdue",0.166,0.078,0.07,0.621,0,0,0,0,0.081,0.088,5.96,0.115,0.107,1.075,4.27,0.316,0.406,0.411,0.817,0.368,0.373,0.044,0.008,0.074,0.006,0.014,0.026,0.086,0.161,0.059,0.007,0.036
2013,0.269,0.367,0.352,"Coastal Carolina",0.132,0.109,0.083,0.719,1,0,0,0,0.102,0.023,3.24,0.189,0.094,2.018,3.94,0.259,0.345,0.337,0.682,0.331,0.325,0.047,0.009,0.106,0.01,0.031,0.024,0.12,0.107,0.047,0.007,0.058
2016,0.284,0.363,0.408,"Utah Valley",0.179,0.092,0.124,0.771,1,0,0,0,0.125,0.087,4.82,0.168,0.103,1.632,4.17,0.28,0.369,0.394,0.763,0.339,0.337,0.066,0.016,0.132,0.009,0.007,0.022,0.147,0.138,0.064,0.013,0.046
2017,0.255,0.353,0.359,"Eastern Mich.",0.182,0.105,0.104,0.712,0,0,0,0,0.102,0.077,5.46,0.146,0.107,1.361,4.35,0.296,0.391,0.43,0.821,0.343,0.371,0.056,0.014,0.121,0.013,0.012,0.019,0.133,0.145,0.072,0.015,0.046
2019,0.291,0.365,0.403,"Winthrop",0.164,0.095,0.112,0.768,0,0,0,0,0.13,0.069,5.47,0.174,0.097,1.789,4.37,0.275,0.365,0.423,0.788,0.324,0.365,0.062,0.016,0.142,0.011,0.01,0.017,0.159,0.155,0.074,0.024,0.049
2013,0.274,0.368,0.386,"Eastern Mich.",0.153,0.108,0.112,0.754,0,0,0,0,0.117,0.045,4.81,0.148,0.082,1.806,4.1,0.286,0.363,0.389,0.752,0.361,0.36,0.062,0.011,0.132,0.01,0.017,0.016,0.153,0.147,0.062,0.01,0.051
2017,0.289,0.361,0.38,"George Washington",0.13,0.081,0.091,0.741,0,0,0,0,0.118,0.049,4.42,0.137,0.099,1.382,4.21,0.27,0.358,0.378,0.736,0.354,0.379,0.056,0.01,0.119,0.011,0.02,0.017,0.131,0.124,0.063,0.011,0.038
2015,0.25,0.344,0.336,"Rider",0.17,0.092,0.086,0.68,0,0,0,0,0.096,0.078,4.16,0.161,0.109,1.474,4.21,0.271,0.365,0.387,0.752,0.339,0.352,0.056,0.006,0.126,0.01,0.01,0.021,0.147,0.128,0.063,0.013,0.05
2019,0.263,0.363,0.357,"Utah Valley",0.179,0.11,0.094,0.72,0,0,0,0,0.104,0.069,7.45,0.153,0.119,1.286,4.78,0.308,0.417,0.504,0.921,0.335,0.349,0.052,0.011,0.115,0.01,0.007,0.022,0.132,0.195,0.09,0.03,0.051
2017,0.273,0.356,0.411,"Texas A&M",0.207,0.095,0.138,0.767,1,1,0,0,0.122,0.112,3.48,0.229,0.085,2.695,3.95,0.24,0.319,0.347,0.666,0.35,0.275,0.071,0.02,0.135,0.006,0.018,0.015,0.15,0.107,0.058,0.016,0.055
2016,0.27,0.345,0.413,"Kentucky",0.191,0.081,0.143,0.758,0,0,0,0,0.12,0.11,3.97,0.192,0.083,2.322,4.02,0.254,0.326,0.368,0.694,0.364,0.305,0.072,0.024,0.126,0.011,0.016,0.016,0.14,0.119,0.063,0.016,0.053
